source,expansion,class_key,class_name,effect_text,effect_key,effect_confidence,descriptor,deck_id,card_id,xws,image_path,image_sha1
gh1_mod_json,gloomhaven,brute,Brute,(+1),text__1,high,Attack Modifier (+1),1348,134812,,cards/by_class/gh1_mod_json/brute/134812_attack_modifier_1.png,b8abcb01bec2880a5c1930301ba709cf36eb9a51
gh1_mod_json,gloomhaven,brute,Brute,(+1),text__1,high,Attack Modifier (+1),1348,134813,,cards/by_class/gh1_mod_json/brute/134813_attack_modifier_1.png,4bb294fecdb926328b8b40a585ad2264714b87ee
gh1_mod_json,gloomhaven,brute,Brute,(+1) (Shield 1),text__1_shield_1,high,Attack Modifier (+1) (Shield 1),1348,134821,,cards/by_class/gh1_mod_json/brute/134821_attack_modifier_1_shield_1.png,7d9095d71044111563f887a64bd37128f232d11f
gh1_mod_json,gloomhaven,brute,Brute,(+3),text__3,high,Attack Modifier (+3),1348,134820,,cards/by_class/gh1_mod_json/brute/134820_attack_modifier_3.png,734f319998dfd7d35fedf764ff72398cfc2cfb56
gh1_mod_json,gloomhaven,brute,Brute,Rested and Ready,text__rested_and_ready,high,Rested and Ready,1349,134900,,cards/by_class/gh1_mod_json/brute/134900_rested_and_ready.png,c15883b855cbd66b0486dfed851556347ebd5c06
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Air) (Rolling),text__0_infuse_air_rolling,high,Attack Modifier (+0) (Infuse Air) (Rolling),1351,135111,,cards/by_class/gh1_mod_json/cragheart/135111_attack_modifier_0_infuse_air_rolling.png,b5fbe654c376b54736d9a09f646867a852719e55
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Air) (Rolling),text__0_infuse_air_rolling,high,Attack Modifier (+0) (Infuse Air) (Rolling),1351,135112,,cards/by_class/gh1_mod_json/cragheart/135112_attack_modifier_0_infuse_air_rolling.png,f22ad193a25c1dc13107b49c80cb51d208ede422
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1351,135113,,cards/by_class/gh1_mod_json/cragheart/135113_attack_modifier_0_infuse_earth_rolling.png,158cd69112e921c90236b2cc84bf19c72a7d0650
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1351,135114,,cards/by_class/gh1_mod_json/cragheart/135114_attack_modifier_0_infuse_earth_rolling.png,264aa1084e3268f6abd8d1a10872176ce4950268
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1351,135115,,cards/by_class/gh1_mod_json/cragheart/135115_attack_modifier_0_infuse_earth_rolling.png,b5029d4865fdd4d619038b120b6a71d596cfc912
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1351,135116,,cards/by_class/gh1_mod_json/cragheart/135116_attack_modifier_0_infuse_earth_rolling.png,96f12a31835de6a95a841154eb853034b9d40b17
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Push 2) (Rolling),text__0_push_2_rolling,high,Attack Modifier (+0) (Push 2) (Rolling),1351,135103,,cards/by_class/gh1_mod_json/cragheart/135103_attack_modifier_0_push_2_rolling.png,6ab6d0957188d97713c10af79efac0a3198869ad
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+0) (Push 2) (Rolling),text__0_push_2_rolling,high,Attack Modifier (+0) (Push 2) (Rolling),1351,135104,,cards/by_class/gh1_mod_json/cragheart/135104_attack_modifier_0_push_2_rolling.png,6ff1d12f112d7cf86614acc4092296e14b8ee182
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+1),text__1,high,Attack Modifier (+1),1351,135100,,cards/by_class/gh1_mod_json/cragheart/135100_attack_modifier_1.png,1073237e24521cef8dc9cb84ea6d2e60147136ce
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+1),text__1,high,Attack Modifier (+1),1351,135101,,cards/by_class/gh1_mod_json/cragheart/135101_attack_modifier_1.png,a3b6b6c30d3955a22d924c1266e465a3e8b7bbd7
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+1),text__1,high,Attack Modifier (+1),1351,135102,,cards/by_class/gh1_mod_json/cragheart/135102_attack_modifier_1.png,e6c2f8f2c8f1a1cce10bdbae3a4db284c148fac8
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1351,135105,,cards/by_class/gh1_mod_json/cragheart/135105_attack_modifier_1_immobilize.png,3bf8c6de8110d6fc7cfd95126ceb76cd9a407d15
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1351,135106,,cards/by_class/gh1_mod_json/cragheart/135106_attack_modifier_1_immobilize.png,255084ae7dc1fb490cdb14af89965f7e99973e8e
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+2),text__2,high,Attack Modifier (+2),1351,135107,,cards/by_class/gh1_mod_json/cragheart/135107_attack_modifier_2.png,c60377a05013998cd7b7c5001c2c18b6bbc56b6b
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+2),text__2,high,Attack Modifier (+2),1351,135108,,cards/by_class/gh1_mod_json/cragheart/135108_attack_modifier_2.png,e4616b7adcfca926fce7b76b0440cf6ea0a8bb3f
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+2) (Muddle),text__2_muddle,high,Attack Modifier (+2) (Muddle),1351,135109,,cards/by_class/gh1_mod_json/cragheart/135109_attack_modifier_2_muddle.png,1a72fffabeb01f1ca43783bf92d905609b391707
gh1_mod_json,gloomhaven,cragheart,Cragheart,(+2) (Muddle),text__2_muddle,high,Attack Modifier (+2) (Muddle),1351,135110,,cards/by_class/gh1_mod_json/cragheart/135110_attack_modifier_2_muddle.png,bca81888794bb3f61cf55220e7102752688dc9ed
gh1_mod_json,gloomhaven,cragheart,Cragheart,Earthquakes,text__earthquakes,high,Earthquakes,1352,135200,,cards/by_class/gh1_mod_json/cragheart/135200_earthquakes.png,ff8e13a90a8cd78ba0f65ce8ba98936cc94eb639
gh1_mod_json,gloomhaven,diviner,Diviner,(+0) (Curse) (Rolling),text__0_curse_rolling,high,Attack Modifier (+0) (Curse) (Rolling),1354,135409,,cards/by_class/gh1_mod_json/diviner/135409_attack_modifier_0_curse_rolling.png,d7a9cb4d5f508d5ffe5e1c807d0fc8173463e077
gh1_mod_json,gloomhaven,diviner,Diviner,(+0) (Curse) (Rolling),text__0_curse_rolling,high,Attack Modifier (+0) (Curse) (Rolling),1354,135410,,cards/by_class/gh1_mod_json/diviner/135410_attack_modifier_0_curse_rolling.png,ecb592847e5a856605cf412af54cdd0214daa4fd
gh1_mod_json,gloomhaven,diviner,Diviner,(+1),text__1,high,Attack Modifier (+1),1354,135411,,cards/by_class/gh1_mod_json/diviner/135411_attack_modifier_1.png,6752b53cac7d2cbff3d44865fe9d0406c904c470
